,Gene,IEI_Interactor
9835,FKBP2,"LYZ, MSN"
9836,79573,LYZ
9837,E2F8,LZTR1
9838,ANKRD53,LZTR1
9839,FANK1,LZTR1
9840,ASB12,LZTR1
9841,148206,"LZTR1, RPL15"
9842,CNOT6L,"LZTR1, NFKB1, RC3H1, RC3H1, RC3H1, TLR3"
9843,CHMP1B,LZTR1
9844,LIMS1,LZTR1
9845,23446,LZTR1
9846,GOLGA1,"LZTR1, TINF2"
9847,CKM,"LZTR1, MECOM, PSMB9, PSMB9, PSMB9, RC3H1"
9848,KCTD9,"MAD2L2, STX11"
9849,MAD2L1BP,"MAD2L2, PTPN22, RIT1, RIT1, RIT1"
9850,COA3,"MAD2L2, PCCB"
9851,DTWD1,MAD2L2
9852,ATP5MK,"MAD2L2, RECQL4, TAFAZZIN, VAV1"
9853,NKIRAS2,MAD2L2
9854,DTWD2,"MAD2L2, RC3H1"
9855,TK1,"MAD2L2, MYSM1, NCF1, RELA, TP53"
9856,RHOF,MAD2L2
9857,HIGD1A,"MAD2L2, NFKB1, PSMB10, RAC1, RC3H1, UNC93B1"
9858,TIMM21,MAD2L2
9859,OTUD5,"MAD2L2, MAD2L2, STING1, TNFAIP3, TNFAIP3, TP53, TP53, TP53, TP53, UBR5, UBR5"
9860,COMTD1,MAD2L2
9861,TFAP4,"MAD2L2, SRP54"
9862,ARMCX2,MAD2L2
9863,MLLT11,"MAD2L2, MAD2L2"
9864,SHLD1,"MAD2L2, MAD2L2, MAD2L2, MAD2L2"
9865,DCAKD,"MAD2L2, UNC93B1"
9866,NCSTN,"MAD2L2, NPC1, PSEN1, PSEN1, PSEN1, PSEN1, PSEN1, PSEN1, PSENEN, PSENEN, PSENEN, RET, TP63"
9867,PTGES2,MAD2L2
9868,SPINT2,"MAD2L2, RET, RHOH"
9869,QSOX2,MAD2L2
9870,56210,MAD2L2
9871,C20orf85,MAD2L2
9872,PLAGL2,MAD2L2
9873,PRR5L,"MAD2L2, MLH1"
9874,ZNF558,MAD2L2
9875,MBD3L1,"MAD2L2, MLH1, STX11"
9876,THAP6,MAD2L2
9877,FAM217B,MAD2L2
9878,KIF18B,"MAD2L2, MAD2L2, PPP1CB"
9879,57677,MAGT1
9880,NKIRAS1,MAGT1
9881,PRMT6,"MALT1, OAS1, OAS1, RAC1"
9882,282682,MALT1
9883,MGARP,MAN2B1
9884,ACRBP,MAN2B1
9885,FKBP7,"MAN2B2, TTR"
9886,LIME1,"MAN2B2, UNC93B1"
9887,KSR2,"MAP2K1, MAP3K8"
9888,192176,"MAP2K1, MAP2K2, PTEN"
9889,16706,"MAP2K1, MAP2K2"
9890,LSP1,"MAP2K1, PSMA3"
9891,ZNF277,MAP2K1
9892,RBM33,"MAP2K1, RPL35A, TERF2"
9893,TUSC3,MAP2K1
9894,25981,MAP2K1
9895,116590,MAP2K1
9896,UQCRFS1P1,MAP2K1
9897,439921,"MAP2K1, RHOG, STIM1"
9898,HEXB,MAP2K1
9899,TST,MAP2K2
9900,MOS,"MAP2K2, PSTPIP1"
9901,64860,"MAP2K2, TP53"
9902,BBS2,MAP2K2
9903,DNAJB14,"MAP2K2, NPC1"
9904,MADD,"MAP2K2, POT1, TNFRSF1A"
9905,BBS7,"MAP2K2, RPS24, TP53"
9906,22034,MAP3K14
9907,445341,"MAP3K14, MAP3K14, TRAF3"
9908,CCDC124,"MAP3K14, MYH9, RBM8A, RC3H1, RPL10, RPL11, RPL19, RPL5, SRP72"
9909,TIMM8A,"MAP3K14, NFKB2, RELA, RHOG"
9910,26521,"MAP3K14, RELA, TGFB1"
9911,MTUS1,MAP3K14
9912,SH3BP5,"MAPK8, MAPK8"
9913,72508,MAPK8
9914,22059,MAPK8
9915,DUSP1,"MAPK8, NFE2L2"
9916,100289635,MAPK8
9917,DUSP8,"MAPK8, MAPK8, MAPK8, MAPK8"
9918,FAM193B,MAPK8
9919,PNRC1,MAPK8
9920,51222,"MAPK8, SH3KBP1"
9921,SCAND1,"MAPK8, POU2AF1"
9922,STAB2,MAPK8
9923,DCP1A,"MAPK8, TP53"
9924,19401,MAPK8
9925,BMF,"MAPK8, REL"
9926,DUSP10,"MAPK8, MAPK8, MAPK8"
9927,NFATC3,MAPK8
9928,80707,MAPK8
9929,SCOC,MAPK8
9930,MKNK2,MAPK8
9931,ATE1,"MAPK8, MAPK8, MAPK8, MPLKIP, POU2AF1, POU2AF1, POU2AF1"
9932,KCNAB3,"MAPK8, MAPK8, MAPK8"
9933,CRTC3,"MAPK8, POLD1"
9934,TAF1D,"MAPK8, NAF1, RPL11, RPL36, RPS14, RPS14"
9935,DUSP16,MAPK8
9936,BAK1,"MAPK8, TP53, TP53, TP53, TP53, TP53, TP53"
9937,SH3RF3,"MAPK8, RAC1"
9938,PHKG2,"MAPK8, RAC1, TP53"
9939,SLC16A8,MASP2
9940,1489678,"MASP2, SMAD3"
9941,43740575,"MASP2, NPC1"
9942,14254601,MASP2
9943,MBL2,MASP2
9944,855565,MASTL
9945,SGO1,"MASTL, RPS15"
9946,TMEM213,MAT2A
9947,ACSS2,MAT2A
9948,MASP1,"MBL2, SERPING1"
9949,TRAPPC2,"MBL2, MOGS, PTEN, SEC23B, TCF3"
9950,TRMU,MBL2
9951,TGIF2LX,MBL2
9952,PSME4,"MBL2, PSMA3, PSMB4, PSMB4, PSMB4, PSMB4, PSMB8, PSMB9, PSMB9, PSMB9, SART3"
9953,DPPA2,MCM10
9954,KLHL40,"MCM10, REL, TP53"
9955,ORC6,"MCM4, MCM4, TERF2"
9956,PPP4R3A,MCM4
9957,338323,MECOM
9958,UQCRH,"MECOM, PROC, RAC1, SLC39A4, SLC39A4"
9959,CLIC3,"MECOM, POT1"
9960,MYBPC2,MECOM
9961,NEB,"MECOM, PTPN11"
9962,MYL1,MECOM
9963,761,"MECOM, SRC"
9964,LAIR2,MECOM
9965,MYL3,MECOM
9966,TNNI2,MECOM
9967,29895,"MECOM, TP63"
9968,MAP1LC3C,"MEFV, TNIP1, TSR2"
9969,NLRP3,"MEFV, NLRC4, PSMB8"
9970,UBOX5,"MLH1, MLH1, MLH1"
9971,MSH4,"MLH1, MLH1, MSH5, MSH5, MSH5, RAD51"
9972,854114,MLH1
9973,854198,MLH1
9974,855228,MLH1
9975,XRN1,"MLH1, RPL5, SKIC2"
9976,RAPGEFL1,MLH1
9977,PTPRH,MLH1
9978,NT5C3B,MLH1
9979,4583,"MLH1, TP53"
9980,8857,MLH1
9981,CAB39L,MLH1
9982,ACER3,MLH1
9983,PTGDS,MLH1
9984,SERPINF1,"MLH1, PTPN11"
9985,MLH3,"MLH1, MLH1, MLH1, MLH1"
9986,MYOG,"MLH1, MLH1, MLH1, MLH1, TCF3"
9987,RADX,"MLH1, MLH1, MLH1, MLH1, TERF2IP, TP53"
9988,ZNF224,MLH1
9989,LYST,MLH1
9990,TASOR2,"MLH1, MLH1, STAT3, TERF2IP"
9991,MAGEA8,"MLH1, MLH1, MLH1"
9992,LY96,MLH1
9993,MCM9,"MLH1, MLH1, MSH2, MSH2, MSH2, MSH6, MSH6, RAD50, RAD51"
9994,MPG,"MLH1, RPL10, TERF2IP"
9995,SYF2,"MLH1, USB1, USB1"
9996,ENKD1,"MLH1, NFKBIA"
9997,RBM48,"MLH1, PNP, RAB27A"
9998,RSPH3,MLH1
9999,PER2,"MLH1, TP53, TP53, TP53"
10000,CCDC74B,MLH1
10001,ZNF474,"MLH1, TSR2"
10002,146198,"MLH1, RPS19"
10003,SPATA8,"MLH1, PSMA3"
10004,FAM228A,MLH1
10005,NANOS3,MLH1
10006,ZNF177,"MLH1, TP53"
10007,C9orf152,MLH1
10008,ZFP57,MLH1
10009,TSGA13,MLH1
10010,100529215,MLH1
10011,PIP4K2B,"MLH1, TNFRSF1A, TNFRSF1A, TNFRSF1A"
10012,LEF1,"MLH1, MSH2, NFE2L2, NFE2L2, NRAS, SMAD3, SMAD3, SMAD3"
10013,MSH5,MLH1
10014,850545,MLH1
10015,851401,MLH1
10016,RECK,"MLPH, REL"
10017,C1orf216,"MLPH, ODAD1, ODAD1"
10018,CHGB,"MOGS, POLD1, PTEN, RAC2, RAP1B, TAFAZZIN"
10019,POLE3,"MOGS, POLE, POLE, POLE2, POLE2, POLE2, POLE2, RECQL4, TOP2B"
10020,TRAPPC12,"MOGS, TCF3"
10021,MIF,"MPI, RECQL4, TP53"
10022,NECAP1,"MPI, RECQL4, REL"
10023,NECAP2,MPI
10024,PITPNB,MPI
10025,TKFC,"MPI, STING1"
10026,ADA,"MPI, TERF2IP, TINF2"
10027,PDXP,MPL
10028,ALX1,MPL
10029,CTDNEP1,"MPL, TGFBR2"
10030,PAX3,MPL
10031,8427,"MPL, PIK3CG"
10032,IGFBP5,MPL
10033,ELANE,MPO
10034,PRTN3,"MPO, SMAD3"
10035,RAPGEF5,"MRAS, MRAS"
10036,92749,"MRE11, ZNFX1"
10037,UBQLN4,"MRE11, MRE11, SMAD3"
10038,KDM3A,"MRTFA, RIPK2, STAT6, TERF2IP"
10039,FCRL3,MS4A1
10040,CLEC14A,"MS4A1, TMC6"
10041,TMEM72,MS4A1
10042,LEUTX,"MS4A1, UNC93B1"
10043,RPA4,MSH2
10044,ESR2,"MSH2, SRC, STAT5A"
10045,FBP2,"MSH2, NRAS, SRC"
10046,PPP3R2,MSH2
10047,RUSC2,MSH6
10048,BRINP1,"MSH6, RNASEH2B"
10049,57683,"MSH6, PSMB10"
10050,HROB,MSH6
10051,TATDN3,MSH6
10052,NCF4,"MSN, MSN, NCF1, NCF1, NCF2, NCF2, NCF2, NCF2, NCF2, NCF2, NCF2, PRKDC"
10053,S100A16,MSN
10054,PAFAH1B2,"MSN, PSMG2, STAT3"
10055,VPS11,"MSN, PLEKHM1, TICAM1"
10056,FAXC,MSN
10057,ISYNA1,"MSN, POT1"
10058,PGK2,MSN
10059,WASHC4,"MSN, RECQL4"
10060,PPT2,MTHFD1
10061,CCDC91,"MVK, MVK, MVK, TP53"
10062,TLR5,"MYD88, TP53"
10063,SMAD6,MYD88
10064,SMURF1,"MYD88, PTEN, PTEN, SMAD3, SMAD3, SMAD3, SMAD3, STAT1, TGFBR1, TGFBR1, TRAF3, TRAF5"
10065,TLR7,MYD88
10066,UBAP1,"MYD88, RIT1"
10067,TSG101,"MYD88, NPC1, THRB, TNIP1, TP53"
10068,BANK1,"MYD88, MYD88"
10069,IL1RL2,MYD88
10070,ACE,MYH9
10071,CLTB,"MYH9, NPC1, PPP1CB, TP53"
10072,DAPK3,"MYH9, PPP1CB, STING1, TBK1"
10073,LSS,MYH9
10074,MYLK,"MYH9, PPP1CB, TP53"
10075,PPP1R12B,"MYH9, PPP1CB, PPP1CB, PPP1CB, PPP1CB"
10076,PSMB10,"MYH9, POMP, PSMA3, PSMB4, PSMB4, PSMB8, PSMB9, PSMB9"
10077,SIPA1,"MYH9, PPP1CB, RAC1"
10078,SORD,"MYH9, RELA"
10079,DENND2B,"MYH9, PPP1CB"
10080,TNFAIP1,"MYH9, PPP1CB"
10081,ARHGAP11A,"MYH9, PPP1CB, VTN"
10082,ARHGEF17,"MYH9, TP53"
10083,11217,"MYH9, PPP1CB"
10084,AHDC1,MYH9
10085,PNMA3,MYH9
10086,CEP83,MYH9
10087,57619,"MYH9, PTEN"
10088,CYBRD1,MYH9
10089,DSN1,MYH9
10090,RNF170,"MYH9, TLR3"
10091,CCDC102A,MYH9
10092,ACTRT1,"MYH9, PPP1CB"
10093,OARD1,MYH9
10094,GAS2L3,"MYH9, PPP1CB"
10095,TPRN,"MYH9, PPP1CB"
10096,CCL11,MYH9
10097,ARHGEF28,MYH9
10098,DYNLRB2,MYH9
10099,CLCN2,"MYH9, NRAS"
10100,HMGCS2,MYH9
10101,4799,"MYH9, RBM8A"
10102,50624,MYH9
10103,TTC16,"MYH9, TP53"
10104,83893,MYH9
10105,219957,MYH9
10106,CCDC42,MYH9
10107,ENKUR,"MYH9, MYH9, PIK3R1"
10108,RPH3A,"MYO5A, TP63, TP63"
10109,RAB25,MYO5B
10110,AMOTL2,"MYO5B, NFIL3, NFIL3, THRA"
10111,101928601,MYO5B
10112,677768,NAF1
10113,677776,NAF1
10114,26821,NAF1
10115,854702,NAF1
10116,TAF13,"NAF1, NLRP2"
10117,BOLL,NAF1
10118,TENT5B,"NAF1, POU2AF1"
10119,SS18L1,"NAF1, SMAD3, SMARCD2, STAT3"
10120,337970,"NAF1, POU2AF1, TNIP1"
10121,UBE2B,"NBN, RC3H1, TP53, UBA1, UBA1, UBA1, UBA1, UBA1, UBA1, UBA1, UBA1, UBA1, UBR5"
10122,PHRF1,"NBN, NLRP3"
10123,19122,NCAM1
10124,1463,NCAM1
10125,8972,NCF1
10126,GP6,NCF1
10127,MYBPC1,"NCF1, RAF1, TP53"
10128,654817,NCF1
10129,KIFAP3,"NCF2, NCF2, NCF2, RANBP2, SRC"
10130,BPGM,"NCF2, NCF2"
10131,APH1A,"NCSTN, NCSTN, NCSTN, NCSTN, NCSTN, PSEN1, PSEN1, PSEN1, PSENEN, PSENEN, SLC39A4, TP63"
10132,PSENEN,"NCSTN, NCSTN, PSEN1, PSEN1, PSEN1, PSEN1, SLC10A2, TP63"
10133,TRIM55,"NCSTN, RANBP2"
10134,56146,NCSTN
10135,TPBG,NCSTN
10136,PRSS21,"NCSTN, RTEL1"
10137,TCTN3,NCSTN
10138,TRMT6,"NCSTN, TERF2IP"
10139,ALOX5,"NCSTN, NCSTN, PIK3R1, RELA"
10140,RMDN2,"NEUROG3, NEUROG3"
10141,ZNF100,"NEUROG3, NEUROG3, TIMM50, TIMM50"
10142,ZNF430,"NEUROG3, NEUROG3, RPS14, RPS14, TIMM50"
10143,163033,"NEUROG3, NEUROG3, RPL10, TNFRSF13B, TNFRSF13B"
10144,NTN1,"NEUROG3, NEUROG3, RPL36, RPS19"
10145,ID4,"NEUROG3, NEUROG3, TCF3"
10146,CHCHD2P9,"NEUROG3, NEUROG3, TNFRSF13B"
10147,RMDN3,"NEUROG3, NEUROG3, OTULIN, PSEN1, RAC2, SLC39A4, SP110, TFRC"
10148,168455,"NEUROG3, NEUROG3, TNFSF12"
10149,ZNF593,"NEUROG3, NEUROG3"
10150,HJURP,"NEUROG3, RIT1, RPS19"
10151,BHLHA15,"NEUROG3, TCF3"
10152,SDC2,"NF1, RAC1, RAC2"
10153,STARD13,NF1
10154,HTR6,"NF1, NF1"
10155,LIMK2,"NF1, NF1, UNC119, UNC119, UNC119"
10156,NFAT5,"NFAT5, NFAT5, NFE2L2, NFE2L2"
10157,50868,"NFE2L2, NFE2L2, NFE2L2"
10158,19016,NFE2L2
10159,TNNT1,NFE2L2
10160,WAC,"NFE2L2, TP53, TP53, TP53"
10161,17969,NFE2L2
10162,ATRAID,NFE2L2
10163,ZNF396,NFE2L2
10164,BRPF1,NFE2L2
10165,BRPF3,"NFE2L2, NFE2L2, NFE2L2, SP110"
10166,CREBL2,"NFE2L2, NFE2L2, NFE2L2"
10167,ELF1,"NFE2L2, RUNX1"
10168,ELF3,"NFE2L2, NFE2L2, NFKB1"
10169,ELF4,"NFE2L2, RUNX1, RUNX1"
10170,ETV4,"NFE2L2, NFE2L2, NFE2L2, TP63"
10171,SP140,"NFE2L2, NFE2L2, NFE2L2"
10172,SPIC,NFE2L2
10173,TEF,"NFE2L2, NFE2L2, NFE2L2"
10174,855836,"NFE2L2, RAF1, TP53, TP53"
10175,855224,"NFE2L2, TP53, TP53"
10176,854192,NFE2L2
10177,NFIL3,"NFIL3, TP63"
10178,COP1,"NFIL3, NFIL3, NFKBIA, PTPN11, STAT3, TP53, TP53, TP53, TP53, TP53"
10179,STK40,"NFIL3, NFIL3"
10180,FUCA2,NFIL3
10181,LYL1,NFKB1
10182,TNIP3,"NFKB1, TNFAIP3, TNFAIP3, TNFAIP3, TNIP1"
10183,ZFP36,"NFKB1, NUP214, NUP214, SH3KBP1"
10184,PCBD1,"NFKB1, WDR1"
10185,ANXA4,"NFKB1, POT1, TINF2"
10186,84888,NFKB1
10187,RGS14,"NFKB1, POT1, TINF2"
10188,NFKBIZ,"NFKB1, NFKB2, STAT3, STAT3, STAT3"
10189,MXD3,"NFKB1, NFKB1"
10190,2703390,"NFKB1, RELA, SH3KBP1, SRC"
10191,CNOT6,NFKB1
10192,CNOT11,"NFKB1, OFD1, RC3H1, RC3H1, RC3H1, RC3H1, RC3H1"
10193,TEAD4,"NFKB1, RELA, RELA, RUNX1"
10194,221823,"NFKB1, TERF2"
10195,440414,NFKBIA
10196,FBXW8,"NFKBIA, TP53, TP53"
10197,DCAF6,NFKBIA
10198,SCRN2,"NFKBIA, NFKBIA, NFKBIA, TERF2IP, TINF2"
10199,CHAC2,NFKBIA
10200,COL7A1,NFKBIA
10201,23080,"NFKBIA, POT1"
10202,CASR,NFKBIA
10203,TRIM22,"NFKBIA, NOD2, TRIM22"
10204,2703426,NFKBIA
10205,ASB17,"NFKBIA, TP63"
10206,GLYCTK,"NFKBID, RBCK1, REL, REL, SPRED1"
10207,FOXI1,NFKBID
10208,FAM107A,NFKBID
10209,TRIML2,"NFKBID, STN1"
10210,HOXC9,"NFKBID, POU2AF1"
10211,KRT76,NFKBID
10212,SAMD11,"NFKBID, REL"
10213,SH2D1B,NFKBID
10214,440498,NFKBID
10215,NICN1,NFKBID
10216,22196,"NHP2, TNFAIP3"
10217,58212,"NHP2, SART3"
10218,574042,NHP2
10219,677809,NHP2
10220,26782,NHP2
10221,654321,NHP2
10222,26784,NHP2
10223,XK,NLRC4
10224,NAIP,NLRC4
10225,CRIPT,NLRP2
10226,NLRP5,"NLRP2, NLRP3"
10227,FBXL2,NLRP3
10228,PHF14,NLRP3
10229,GPATCH4,"NLRP3, RC3H1, RPL15, RPS24, SAMHD1, TERF2IP"
10230,FEM1A,NLRP3
10231,PGM1,"NLRP3, POT1, SAR1B, TERF2IP, TINF2"
10232,1489677,NLRP3
10233,NEK7,"NLRP3, NLRP3, NLRP3, PALB2, TNFAIP3"
10234,19052,NLRP3
10235,672511,NLRP3
10236,20821,NLRP3
10237,217333,NLRP3
10238,74735,NLRP3
10239,208650,"NLRP3, SH3KBP1"
10240,67664,NLRP3
10241,216799,NLRP3
10242,USP13,"NLRP3, PTEN, PTEN, PTEN, PTEN, PTEN, PTEN, STAT1"
10243,210766,NLRP3
10244,43740577,NLRP3
10245,HBD,"NLRP7, RPS27, SGPL1"
10246,GSTM2,"NLRP7, PTEN, RECQL4"
10247,KRT77,NLRP7
10248,KRT82,NLRP7
10249,KRT85,"NLRP7, RC3H1"
10250,286310,NLRP7
10251,LRIG1,"NLRP7, TP53"
10252,PCCB,"NLRP7, PCCA, PCCA, PTEN, RECQL4, TP53"
10253,SAP30BP,"NLRP7, TERF2, TERF2IP"
10254,SERF2,"NLRP7, PSMA3, PTPN11"
10255,NAT16,"NOD2, RIPK2"
10256,CASP12,"NOD2, RIPK2, STAT1"
10257,C10orf67,NOD2
10258,PRR16,NOD2
10259,374650,NOD2
10260,PPP1R12C,"NOD2, NOD2, PPP1CB, PPP1CB, PPP1CB, PPP1CB"
10261,HAP1,"NOD2, RPS10, RPS10"
10262,LURAP1L,NOD2
10263,CCL13,NOD2
10264,TMED1,"NOD2, RAF1, SEC23B, SMAD3, TP53"
10265,SPSB4,NOS2
10266,SPSB2,"NOS2, NOS2, NOS2"
10267,FBXO45,"NOS2, NOS2, STAT2, STAT2"
10268,NT5M,NOS2
10269,POMC,"NOS2, VTN"
10270,PFKFB1,NOS2
10271,124056,NOX1
10272,9970,NPC1
10273,643246,NPC1
10274,ATP11C,NPC1
10275,DAGLB,"NPC1, PDCD1, PDCD1, SPINT2, SPINT2, SPINT2, VSIG4, VSIG4"
10276,TPCN2,NPC1
10277,RAB12,NPC1
10278,HGSNAT,NPC1
10279,CCDC32,"NPC1, POT1"
10280,84925,NPC1
10281,SPRING1,"NPC1, TP53"
10282,79689,NPC1
10283,APOO,NPC1
10284,TMBIM1,NPC1
10285,CPNE5,NPC1
10286,RAB22A,NPC1
10287,RAB20,NPC1
10288,PARP16,"NPC1, RECQL4"
10289,54742,NPC1
10290,GALNT7,"NPC1, SIAE, TAFAZZIN"
10291,51768,NPC1
10292,ATP6V0A4,NPC1
10293,27032,"NPC1, OTULIN, TP53, VSIG4, VSIG4"
10294,BACE2,NPC1
10295,TRAM1,"NPC1, TGFBR2, TP53, UNC93B1"
10296,RNF13,"NPC1, SPINT2, STAT5A"
10297,TCIRG1,"NPC1, RPS15"
10298,MLEC,"NPC1, PSEN1, UNC93B1"
10299,MPDU1,"NPC1, TP53"
10300,RAB4A,"NPC1, RPL35A"
10301,PNP,"NPC1, PNP, PNP, SBDS, SHOC2"
10302,B4GALT1,"NPC1, TFRC"
10303,NIPSNAP2,"NPC1, RHOH"
10304,SRI,NRAS
10305,DCBLD2,"NRAS, SIAE, SIAE"
10306,COL16A1,NRAS
10307,745,NRAS
10308,219287,NRAS
10309,MAG,NRAS
10310,BICD1,NRAS
10311,DEPTOR,"NRAS, TNFAIP3, TNFAIP3, TNFAIP3"
10312,ADRA1B,NRAS
10313,NRG1,NRAS
10314,MPZ,NRAS
10315,54510,NRAS
10316,MSL1,NRAS
10317,63895,NRAS
10318,SLITRK3,NRAS
10319,GPR158,NRAS
10320,27328,NRAS
10321,FRMD7,NRAS
10322,RAB33A,NRAS
10323,NLGN4X,NRAS
10324,CADM4,"NRAS, TP53"
10325,RPL36AL,"NRAS, RBM8A, RC3H1, RIT1, RPL36, RPS14, RPS15, RPS7, RPS7, SRP72"
10326,GAL3ST4,NRAS
10327,HBG1,NRAS
10328,116832,NRAS
10329,ATG9A,"NRAS, REL, REL, SRC, TBK1, TBK1, TCIRG1"
10330,BSDC1,NRAS
10331,TNFAIP8,NRAS
10332,PTAR1,NRAS
10333,PPIH,"NRAS, RECQL4, SART3, WDR1, XIAP"
10334,PEX11B,NRAS
10335,TGOLN2,"NRAS, TFRC"
10336,728239,NSMCE3
10337,MAGED4B,NSMCE3
10338,NXF2,NUP214
10339,S100A6,NUP214
10340,TXNDC9,NUP214
10341,BBS4,"OAS1, OFD1"
10342,ODAD3,ODAD1
10343,COMMD2,"ODAD1, ODAD3, ODAD3, ODAD3, OFD1"
10344,COMMD5,ODAD1
10345,MED29,"ODAD1, STN1"
10346,COMMD10,"ODAD1, RAC1, RELA"
10347,ODF2,"ODAD1, TRAF5"
10348,COMMD6,ODAD1
10349,COMMD8,"ODAD1, ODAD3, ODAD3, ODAD3"
10350,FEM1B,"ODAD2, TGFB1"
10351,FBXL4,"ODAD2, ODAD3, ODAD3, ODAD3"
10352,IFT88,"ODAD3, ODAD3, ODAD3, RECQL4"
10353,IFT22,"ODAD3, ODAD3, ODAD3, RAP1A, RECQL4"
10354,GPRASP1,OFD1
10355,SREK1IP1,OFD1
10356,CEP170B,"OFD1, TYK2"
10357,NDE1,"OFD1, PTX3, STX11, STX11"
10358,C10orf88,"OFD1, TINF2, TINF2"
10359,CEP63,"OFD1, POLR3C"
10360,DPCD,"OFD1, TBK1, TNFSF13"
10361,CEP20,"OFD1, OFD1"
10362,DNAAF10,"OFD1, PPP1CB, PPP1CB, RECQL4"
10363,100532731,OFD1
10364,SPC25,"OFD1, RIT1"
10365,23207,OFD1
10366,ICE1,"OFD1, RIT1"
10367,CEP295,"OFD1, TP53"
10368,CEP128,OFD1
10369,WDR90,OFD1
10370,729440,OFD1
10371,OSM,OSMR
10372,RGS17,OSTM1
10373,RGS19,"OSTM1, OSTM1, SLC39A7"
10374,GPSM1,OSTM1
10375,55055,OSTM1
10376,TAFAZZIN,OSTM1
10377,DECR2,"OSTM1, RHOH, RNASEH2A"
10378,HDDC2,OTUD6B
10379,SULT1A3,OTUD6B
10380,76742,OTULIN
10381,CASZ1,"PALB2, RAF1"
10382,KLK6,PALB2
10383,ATXN7,PALB2
10384,PARN,"PARN, RPS24, TERF2IP, TP53"
10385,JMJD1C,"PARN, RNF168"
10386,MEOX1,PAX1
10387,3783709,"PAX5, PAX5, PAX5, PAX5"
10388,KLHL14,"PAX5, ZBTB24"
10389,TBC1D25,PCCA
10390,RAB5IF,"PCCB, PDCD1, PDCD1, SPINT2, SPINT2"
10391,ZNF782,PCCB
10392,MCCC1,"PCCB, PCCB, PTEN, SOS2, TP53, TRADD, UNC93B1"
10393,DHRS4,"PCCB, TP53"
10394,SCGB2A1,PCCB
10395,SIRT5,PCCB
10396,HMGCL,PCCB
10397,PDCD1LG2,PDCD1
10398,58205,PDCD1
10399,CD274,PDCD1
10400,SLC25A28,"PDCD1, PDCD1"
10401,TMEM223,PDCD1
10402,ARL5B,"PDCD1, TNFRSF9"
10403,TMEM126B,"PDCD1, PDCD1"
10404,C3orf33,"PDCD1, SLC39A4, SLC39A4"
10405,CMTM8,"PDCD1, VSIG4"
10406,PCIF1,"PDX1, PDX1, PDX1, PDX1"
10407,VPS9D1,PDX1
10408,GDA,PEPD
10409,GNS,PEPD
10410,LDHAL6B,"PEPD, TP53, WDR1"
10411,ENOPH1,"PGM3, RPS27"
10412,PUDP,PGM3
10413,PI4KAP1,PI4KA
10414,ADH7,PI4KA
10415,SERPINB13,PI4KA
10416,LORICRIN,PI4KA
10417,GCLM,PI4KA
10418,PRMT7,"PIK3CG, POT1, RPL10, TP53, ZBTB24"
10419,PIK3R6,"PIK3CG, PIK3CG, STX3"
10420,CD28,"PIK3R1, PIK3R1, PIK3R1, PIK3R1, PIK3R1"
10421,374268,PIK3R1
10422,AGAP2,PIK3R1
10423,CD7,PIK3R1
10424,INPP5D,"PIK3R1, PIK3R1, PTPN11, PTPN11, SH3KBP1, SYK, SYK, XIAP"
10425,ADAM12,"PIK3R1, PIK3R1"
10426,14389,"PIK3R1, PTPN11"
10427,HCST,PIK3R1
10428,LTK,"PIK3R1, RAF1"
10429,ADAMTS2,"PIK3R1, TAFAZZIN"
10430,CXCL2,"PIK3R1, RC3H1"
10431,CYP4A11,PIK3R1
10432,CMIP,"PIK3R1, RAC1"
10433,NYAP2,PIK3R1
10434,FLT1,"PIK3R1, PIK3R1, RPL36"
10435,KBTBD2,"PIK3R1, PIK3R1"
10436,SSTR2,"PIK3R1, PIK3R1"
10437,MOB2,PIK3R1
10438,XAGE1B,PLA2G4A
10439,ALOX12,PLA2G4A
10440,1833,PLCG2
10441,ASB9,PLCG2
10442,RTL10,PLCG2
10443,SETD9,PLCG2
10444,GABPB2,PLCG2
10445,RAD54B,"PLCG2, RAD51, RAD51"
10446,TWIST2,"PLCG2, TCF3"
10447,ZKSCAN7,PLCG2
10448,ESD,"PLCG2, SAR1B"
10449,ISL1,PLCG2
10450,DEF8,PLEKHM1
10451,CHGA,PLG
10452,CPB2,PLG
10453,SPARC,PLG
10454,TAGLN3,PMM2
10455,ACY3,"PMM2, PMM2"
10456,ABCA2,"PMS2, RECQL4, RNASEH2B"
10457,APLP1,"PNP, RAP1B"
10458,MTAP,"PNP, RECQL4"
10459,RBMS1,"POLA1, POLA1, POLA1, POLA1, RC3H1"
10460,LIG1,POLA1
10461,POLE4,"POLA1, POLE, POLE2, POLE2, POLE2, RPS27"
10462,POLD4,"POLD1, POLD1, POLD1, POLD2, POLD2, POLD2, POLE2"
10463,TBC1D2,POLD1
10464,YPEL3,"POLD1, PSMA3"
10465,SOX12,POLD2
10466,P4HA2,POLD2
10467,BLTP3A,"POLE, RFXANK, RHOG, RHOH"
10468,TBX15,POLE2
10469,CYP4F12,"POLE2, POLE2"
10470,BAIAP2L2,POLE2
10471,101060521,"POLR3A, POLR3C"
10472,POLR3G,"POLR3A, POLR3A, POLR3C, POLR3C, POLR3C, POLR3C, POLR3F, POLR3F, POLR3F"
10473,RPRD2,POLR3A
10474,BDP1,"POLR3A, POLR3F"
10475,ROPN1,POLR3C
10476,WDR89,POLR3F
